,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
33272,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1997,Persons,Thousands,3898.966131
33273,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1998,Persons,Thousands,3950.720893
33274,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1999,Persons,Thousands,3982.884072
33275,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2000,Persons,Thousands,4021.7879270000003
33276,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2001,Persons,Thousands,4088.6935740000004
33277,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2002,Persons,Thousands,4117.908988
33278,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2003,Persons,Thousands,4103.217459
33279,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2004,Persons,Thousands,4114.564353
33280,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2005,Persons,Thousands,4144.663609
33281,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2006,Persons,Thousands,4234.932106
33282,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2007,Persons,Thousands,4344.274415999999
33283,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2008,Persons,Thousands,4448.263022
33284,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2009,Persons,Thousands,4469.114985
33285,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2010,Persons,Thousands,4479.684931000001
33286,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2011,Persons,Thousands,4593.849020000001
33287,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2012,Persons,Thousands,4674.177748
33288,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2013,Persons,Thousands,4733.209244
33289,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2014,Persons,Thousands,4821.968834
33290,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2015,Persons,Thousands,4894.861326
33291,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2016,Persons,Thousands,4962.886216
33292,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2017,Persons,Thousands,5008.383419
33293,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2018,Persons,Thousands,5054.455909
33294,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,2019,Persons,Thousands,5092.464527
33741,JPN,Japan,Total population; persons; thousands,Persons/Hours,1981,Persons,Thousands,117902.0
33742,JPN,Japan,Total population; persons; thousands,Persons/Hours,1982,Persons,Thousands,118728.0
33743,JPN,Japan,Total population; persons; thousands,Persons/Hours,1983,Persons,Thousands,119536.0
33744,JPN,Japan,Total population; persons; thousands,Persons/Hours,1984,Persons,Thousands,120305.0
33745,JPN,Japan,Total population; persons; thousands,Persons/Hours,1985,Persons,Thousands,121049.0
33746,JPN,Japan,Total population; persons; thousands,Persons/Hours,1986,Persons,Thousands,121660.0
33747,JPN,Japan,Total population; persons; thousands,Persons/Hours,1987,Persons,Thousands,122239.0
33748,JPN,Japan,Total population; persons; thousands,Persons/Hours,1988,Persons,Thousands,122745.0
33749,JPN,Japan,Total population; persons; thousands,Persons/Hours,1989,Persons,Thousands,123205.0
33750,JPN,Japan,Total population; persons; thousands,Persons/Hours,1990,Persons,Thousands,123611.0
33751,JPN,Japan,Total population; persons; thousands,Persons/Hours,1991,Persons,Thousands,124101.0
33752,JPN,Japan,Total population; persons; thousands,Persons/Hours,1992,Persons,Thousands,124567.0
33753,JPN,Japan,Total population; persons; thousands,Persons/Hours,1993,Persons,Thousands,124938.0
33754,JPN,Japan,Total population; persons; thousands,Persons/Hours,1994,Persons,Thousands,125116.0
33755,JPN,Japan,Total population; persons; thousands,Persons/Hours,1995,Persons,Thousands,125436.0
33756,JPN,Japan,Total population; persons; thousands,Persons/Hours,1996,Persons,Thousands,125711.0
33757,JPN,Japan,Total population; persons; thousands,Persons/Hours,1997,Persons,Thousands,126011.0
33758,JPN,Japan,Total population; persons; thousands,Persons/Hours,1998,Persons,Thousands,126349.0
33759,JPN,Japan,Total population; persons; thousands,Persons/Hours,1999,Persons,Thousands,126587.0
33760,JPN,Japan,Total population; persons; thousands,Persons/Hours,2000,Persons,Thousands,126831.0
33761,JPN,Japan,Total population; persons; thousands,Persons/Hours,2001,Persons,Thousands,127132.0
33762,JPN,Japan,Total population; persons; thousands,Persons/Hours,2002,Persons,Thousands,127400.0
33763,JPN,Japan,Total population; persons; thousands,Persons/Hours,2003,Persons,Thousands,127634.0
33764,JPN,Japan,Total population; persons; thousands,Persons/Hours,2004,Persons,Thousands,127734.0
33765,JPN,Japan,Total population; persons; thousands,Persons/Hours,2005,Persons,Thousands,127755.0
33766,JPN,Japan,Total population; persons; thousands,Persons/Hours,2006,Persons,Thousands,127838.0
33767,JPN,Japan,Total population; persons; thousands,Persons/Hours,2007,Persons,Thousands,127980.0
33768,JPN,Japan,Total population; persons; thousands,Persons/Hours,2008,Persons,Thousands,128045.0
33769,JPN,Japan,Total population; persons; thousands,Persons/Hours,2009,Persons,Thousands,128034.0
33770,JPN,Japan,Total population; persons; thousands,Persons/Hours,2010,Persons,Thousands,128043.0
33771,JPN,Japan,Total population; persons; thousands,Persons/Hours,2011,Persons,Thousands,127831.0
33772,JPN,Japan,Total population; persons; thousands,Persons/Hours,2012,Persons,Thousands,127552.0
33773,JPN,Japan,Total population; persons; thousands,Persons/Hours,2013,Persons,Thousands,127333.0
33774,JPN,Japan,Total population; persons; thousands,Persons/Hours,2014,Persons,Thousands,127262.0
33775,JPN,Japan,Total population; persons; thousands,Persons/Hours,2015,Persons,Thousands,127110.0
33776,JPN,Japan,Total population; persons; thousands,Persons/Hours,2016,Persons,Thousands,126933.0
33777,JPN,Japan,Total population; persons; thousands,Persons/Hours,2017,Persons,Thousands,126706.0
33778,JPN,Japan,Total population; persons; thousands,Persons/Hours,2018,Persons,Thousands,126443.0
33779,JPN,Japan,Total population; persons; thousands,Persons/Hours,2019,Persons,Thousands,126140.0
34376,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1981,Persons,Thousands,290518.0
34377,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1982,Persons,Thousands,297753.0
34378,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1983,Persons,Thousands,304368.0
34379,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1984,Persons,Thousands,308258.0
34380,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1985,Persons,Thousands,312368.0
34381,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1986,Persons,Thousands,316924.0
34382,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1987,Persons,Thousands,321869.0
34383,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1988,Persons,Thousands,329009.0
34384,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1989,Persons,Thousands,336993.0
34385,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1990,Persons,Thousands,345388.0
34386,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1991,Persons,Thousands,354108.0
34387,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1992,Persons,Thousands,363083.0
34388,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1993,Persons,Thousands,372436.0
34389,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1994,Persons,Thousands,377711.0
34390,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1995,Persons,Thousands,381688.0
34391,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1996,Persons,Thousands,385874.0
34392,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1997,Persons,Thousands,390425.0
34393,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1998,Persons,Thousands,395185.0
34394,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,1999,Persons,Thousands,400288.0
34395,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2000,Persons,Thousands,409248.0
34396,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2001,Persons,Thousands,419762.0
34397,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2002,Persons,Thousands,430734.0
34398,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2003,Persons,Thousands,442381.0
34399,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2004,Persons,Thousands,454545.0
34400,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2005,Persons,Thousands,457637.0
34401,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2006,Persons,Thousands,457975.0
34402,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2007,Persons,Thousands,459029.0
34403,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2008,Persons,Thousands,460813.0
34404,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2009,Persons,Thousands,463631.0
34405,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2010,Persons,Thousands,467410.0
34406,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2011,Persons,Thousands,472214.0
34407,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2012,Persons,Thousands,477254.0
34408,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2013,Persons,Thousands,483854.0
34409,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2014,Persons,Thousands,483086.0
34410,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2015,Persons,Thousands,482699.0
34411,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2016,Persons,Thousands,483114.0
34412,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2017,Persons,Thousands,487190.911
34413,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2018,Persons,Thousands,491077.101
34414,IND,India,Total employment (number of persons employed); thousands,Persons/Hours,2019,Persons,Thousands,497615.644
34426,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1981,Percentage,Units,17.511439000000003
34427,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1982,Percentage,Units,19.581016
34428,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1983,Percentage,Units,17.294891
34429,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1984,Percentage,Units,12.116678
34430,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1985,Percentage,Units,11.921733999999999
34431,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1986,Percentage,Units,12.926361
34432,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1987,Percentage,Units,12.789541999999999
34433,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1988,Percentage,Units,12.469259
34434,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1989,Percentage,Units,11.601066000000001
34435,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1990,Percentage,Units,14.346172
34436,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1991,Percentage,Units,18.042378
34437,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1992,Percentage,Units,17.345967
34438,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1993,Percentage,Units,14.185954
34439,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1994,Percentage,Units,11.908081
34440,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1995,Percentage,Units,8.138171
34441,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1996,Percentage,Units,5.802855
34442,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1997,Percentage,Units,2.9729099999999997
34443,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1998,Percentage,Units,3.4570260000000004
34444,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,1999,Percentage,Units,4.428915
34445,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,2000,Percentage,Units,4.4119269999999995
34446,CHE,Switzerland,Gap in labour utilisation with respect to the USA,Gap in % points,2001,Percentage,Units,5.477979
